Timestamp,Frame,Total_Fish,Status
20:10:56,0,1,TRACKING
20:10:56,0,2,TRACKING
20:10:56,0,3,TRACKING
20:10:56,0,4,TRACKING
20:10:56,0,5,TRACKING
20:10:56,0,6,TRACKING
20:10:56,0,7,TRACKING
20:10:56,0,8,TRACKING
20:10:56,0,9,TRACKING
20:10:56,0,10,TRACKING
20:10:56,0,11,TRACKING
20:10:56,0,12,TRACKING
20:10:56,0,13,TRACKING
20:10:56,0,14,TRACKING
20:10:56,0,15,TRACKING
20:10:56,0,16,TRACKING
20:10:56,0,17,TRACKING
20:10:56,0,18,TRACKING
20:10:56,0,19,TRACKING
20:10:56,0,20,TRACKING
20:10:56,0,21,TRACKING
20:10:56,0,22,TRACKING
20:10:56,0,23,TRACKING
20:10:56,0,24,TRACKING
20:10:57,2,25,TRACKING
20:10:57,2,26,TRACKING
20:10:57,2,27,TRACKING
20:10:58,3,28,TRACKING
20:11:02,9,29,TRACKING
20:11:02,9,30,TRACKING
20:11:03,11,31,TRACKING
20:11:04,13,32,TRACKING
20:11:06,15,33,TRACKING
20:11:06,15,34,TRACKING
20:11:06,16,35,TRACKING
20:11:06,16,36,TRACKING
20:11:08,19,37,TRACKING
20:11:08,19,38,TRACKING
20:11:08,19,39,TRACKING
20:11:09,20,40,TRACKING
20:11:10,21,41,TRACKING
20:11:10,21,42,TRACKING
20:11:10,22,43,TRACKING
20:11:10,22,44,TRACKING
20:11:11,23,45,TRACKING
20:11:11,23,46,TRACKING
20:11:11,23,47,TRACKING
20:11:11,24,48,TRACKING
20:11:11,24,49,TRACKING
20:11:11,24,50,TRACKING
20:11:12,25,51,TRACKING
20:11:12,25,52,TRACKING
20:11:13,26,53,TRACKING
20:11:14,27,54,TRACKING
20:11:14,27,55,TRACKING
20:11:14,28,56,TRACKING
20:11:14,28,57,TRACKING
20:11:20,37,58,TRACKING
20:11:21,39,59,TRACKING
20:11:22,41,60,TRACKING
20:11:23,42,61,TRACKING
20:11:25,46,62,TRACKING
20:11:27,49,63,TRACKING
20:11:28,50,64,TRACKING
20:11:28,50,65,TRACKING
20:11:29,52,66,TRACKING
20:11:30,53,67,TRACKING
20:11:30,53,68,TRACKING
20:11:30,54,69,TRACKING
