Timestamp,Frame,Total_Fish,Status
20:21:02,0,1,TRACKED
20:21:02,0,2,TRACKED
20:21:02,0,3,TRACKED
20:21:02,0,4,TRACKED
20:21:02,0,5,TRACKED
20:21:02,0,6,TRACKED
20:21:02,0,7,TRACKED
20:21:02,0,8,TRACKED
20:21:02,0,9,TRACKED
20:21:02,0,10,TRACKED
20:21:02,0,11,TRACKED
20:21:02,0,12,TRACKED
20:21:02,0,13,TRACKED
20:21:02,0,14,TRACKED
20:21:02,0,15,TRACKED
20:21:02,0,16,TRACKED
20:21:02,1,17,TRACKED
20:21:02,1,18,TRACKED
20:21:02,1,19,TRACKED
20:21:02,1,20,TRACKED
20:21:02,1,21,TRACKED
20:21:03,2,22,TRACKED
20:21:04,3,23,TRACKED
20:21:04,3,24,TRACKED
20:21:04,3,25,TRACKED
20:21:04,3,26,TRACKED
20:21:04,3,27,TRACKED
20:21:04,3,28,TRACKED
20:21:04,3,29,TRACKED
20:21:04,3,30,TRACKED
20:21:04,3,31,TRACKED
20:21:04,3,32,TRACKED
20:21:04,3,33,TRACKED
20:21:04,3,34,TRACKED
20:21:04,3,35,TRACKED
20:21:04,3,36,TRACKED
20:21:05,4,37,TRACKED
20:21:05,4,38,TRACKED
20:21:05,4,39,TRACKED
20:21:05,4,40,TRACKED
20:21:05,4,41,TRACKED
20:21:05,4,42,TRACKED
20:21:05,4,43,TRACKED
20:21:05,4,44,TRACKED
20:21:05,4,45,TRACKED
20:21:05,4,46,TRACKED
20:21:05,4,47,TRACKED
20:21:05,4,48,TRACKED
20:21:28,36,49,TRACKED
20:21:29,38,50,TRACKED
20:21:35,47,51,TRACKED
20:21:35,47,52,TRACKED
20:21:35,47,53,TRACKED
