Timestamp,Frame,Total_Fish,ID,Weight_G,Total_Biomass_KG,Status
16:32:08,0,1,1,182.4g,0.00kg,TRACKED
16:32:08,0,2,2,100.0g,0.00kg,TRACKED
16:32:08,0,3,3,100.0g,0.00kg,TRACKED
16:32:08,0,4,4,100.0g,0.00kg,TRACKED
16:32:08,0,5,5,100.0g,0.00kg,TRACKED
16:32:08,0,6,6,178.1g,0.00kg,TRACKED
16:32:08,0,7,7,297.6g,0.00kg,TRACKED
16:32:08,0,8,8,100.0g,0.00kg,TRACKED
16:32:08,0,9,9,100.0g,0.00kg,TRACKED
16:32:08,0,10,10,0.0g,0.00kg,TRACKED
16:32:08,0,11,11,100.0g,0.00kg,TRACKED
16:32:08,0,12,12,363.7g,0.00kg,TRACKED
16:32:08,0,13,13,826.3g,0.00kg,TRACKED
16:32:08,0,14,14,988.7g,0.00kg,TRACKED
16:32:08,0,15,15,100.0g,0.00kg,TRACKED
16:32:08,0,16,16,372.1g,0.00kg,TRACKED
16:32:08,0,17,17,100.0g,0.00kg,TRACKED
16:32:08,0,18,18,334.8g,0.00kg,TRACKED
16:32:08,0,19,19,0.0g,0.00kg,TRACKED
16:32:10,2,20,22,451.6g,5.12kg,TRACKED
16:32:12,5,21,48,532.4g,5.79kg,TRACKED
16:32:12,5,22,52,100.0g,5.79kg,TRACKED
16:32:13,7,23,62,820.2g,6.56kg,TRACKED
16:32:15,9,24,76,1147.1g,7.90kg,TRACKED
16:32:15,10,25,78,193.8g,9.11kg,TRACKED
16:32:15,10,26,79,766.9g,9.11kg,TRACKED
16:32:17,12,27,96,217.2g,9.77kg,TRACKED
16:32:18,14,28,107,792.0g,10.08kg,TRACKED
16:32:18,14,29,109,356.6g,10.08kg,TRACKED
16:32:21,18,30,137,0.0g,11.35kg,TRACKED
16:32:22,19,31,149,252.2g,11.46kg,TRACKED
16:32:23,21,32,162,398.2g,11.83kg,TRACKED
16:32:25,24,33,173,0.0g,12.52kg,TRACKED
16:32:27,26,34,183,1187.7g,12.60kg,TRACKED
16:32:27,26,35,188,0.0g,12.60kg,TRACKED
16:32:29,29,36,199,0.0g,13.88kg,TRACKED
16:32:29,30,37,206,1019.9g,13.87kg,TRACKED
16:32:29,30,38,207,0.0g,13.87kg,TRACKED
16:32:31,32,39,215,291.1g,14.76kg,TRACKED
16:32:31,32,40,216,0.0g,14.76kg,TRACKED
16:32:31,32,41,218,1200.0g,14.76kg,TRACKED
16:32:33,35,42,225,0.0g,16.18kg,TRACKED
16:32:35,38,43,228,456.0g,16.16kg,TRACKED

FINAL SUMMARY,,,TOTAL FISH:,43,TOTAL BIOMASS:,16.66kg
