Timestamp,Frame,Total_Fish,ID,Weight_G,Total_Biomass_KG,Status
16:52:04,0,1,1,123.0g,0.00kg,TRACKED
16:52:04,0,2,2,0.0g,0.00kg,TRACKED
16:52:04,0,3,3,110.3g,0.00kg,TRACKED
16:52:04,0,4,4,0.0g,0.00kg,TRACKED
16:52:04,0,5,5,0.0g,0.00kg,TRACKED
16:52:04,0,6,6,152.9g,0.00kg,TRACKED
16:52:04,0,7,7,100.0g,0.00kg,TRACKED
16:52:04,0,8,8,0.0g,0.00kg,TRACKED
16:52:04,0,9,9,100.0g,0.00kg,TRACKED
16:52:04,0,10,10,0.0g,0.00kg,TRACKED
16:52:04,0,11,11,100.0g,0.00kg,TRACKED
16:52:04,0,12,12,0.0g,0.00kg,TRACKED
16:52:04,0,13,13,0.0g,0.00kg,TRACKED
16:52:04,0,14,14,0.0g,0.00kg,TRACKED
16:52:07,4,15,22,111.3g,0.72kg,TRACKED
16:52:08,5,16,28,215.6g,0.94kg,TRACKED
16:52:12,10,17,40,100.0g,4.61kg,TRACKED
16:52:12,10,18,42,219.3g,4.61kg,TRACKED
16:52:13,12,19,45,280.6g,5.69kg,TRACKED
16:52:14,14,20,54,0.0g,6.25kg,TRACKED
16:52:17,17,21,68,1200.0g,6.38kg,TRACKED
16:52:17,17,22,70,1200.0g,6.38kg,TRACKED
16:52:19,20,23,88,0.0g,8.78kg,TRACKED
16:52:20,22,24,90,0.0g,8.78kg,TRACKED
16:52:22,24,25,94,0.0g,9.18kg,TRACKED
16:52:22,25,26,96,651.3g,9.18kg,TRACKED
16:52:22,25,27,98,100.0g,9.18kg,TRACKED
16:52:23,26,28,101,643.0g,9.93kg,TRACKED
16:52:26,30,29,118,0.0g,10.81kg,TRACKED
16:52:26,31,30,119,100.0g,10.84kg,TRACKED
16:52:29,35,31,123,113.0g,11.06kg,TRACKED
16:52:33,41,32,131,377.0g,12.37kg,TRACKED
16:52:36,45,33,137,160.2g,13.06kg,TRACKED
16:52:38,48,34,143,0.0g,13.33kg,TRACKED
16:52:40,50,35,154,0.0g,13.33kg,TRACKED
16:52:40,50,36,155,507.2g,13.33kg,TRACKED
16:52:42,53,37,167,1200.0g,13.88kg,TRACKED
16:52:42,53,38,168,1200.0g,13.88kg,TRACKED
16:52:42,53,39,170,0.0g,13.88kg,TRACKED
16:52:42,53,40,171,1200.0g,13.88kg,TRACKED
16:52:42,53,41,172,420.5g,13.88kg,TRACKED
16:52:42,53,42,174,812.3g,13.88kg,TRACKED
16:52:42,54,43,176,379.5g,18.75kg,TRACKED
16:52:52,68,44,181,0.0g,19.11kg,TRACKED
16:52:54,71,45,183,1200.0g,19.12kg,TRACKED
16:52:54,71,46,184,138.4g,19.12kg,TRACKED
16:52:54,71,47,185,134.2g,19.12kg,TRACKED
16:52:54,71,48,186,147.3g,19.12kg,TRACKED
16:52:54,71,49,187,0.0g,19.12kg,TRACKED
16:52:54,71,50,188,0.0g,19.12kg,TRACKED
16:52:54,71,51,189,0.0g,19.12kg,TRACKED
16:52:54,71,52,190,0.0g,19.12kg,TRACKED
16:52:54,71,53,192,100.0g,19.12kg,TRACKED
16:52:56,74,54,206,100.0g,21.01kg,TRACKED
16:52:56,74,55,207,242.6g,21.01kg,TRACKED
16:52:56,74,56,208,0.0g,21.01kg,TRACKED
16:52:56,74,57,209,0.0g,21.01kg,TRACKED
16:52:58,76,58,220,0.0g,21.35kg,TRACKED
16:52:58,76,59,221,0.0g,21.35kg,TRACKED
16:53:00,79,60,235,100.0g,21.37kg,TRACKED

FINAL SUMMARY,,,TOTAL FISH:,60,TOTAL BIOMASS:,21.47kg
